id,created_at,updated_at,title,url,platform,icon
290f1ee6-6c54-4b01-90e6-d701748f0863,2024-04-03T00:00:00Z,2024-04-03T00:00:00Z,Instagram,https://instagram.com/mumbobeatz,INSTAGRAM,instagram
290f1ee6-6c54-4b01-90e6-d701748f0864,2024-04-03T00:00:00Z,2024-04-03T00:00:00Z,Twitter,https://twitter.com/mumbobeatz,TWITTER,twitter
290f1ee6-6c54-4b01-90e6-d701748f0865,2024-04-03T00:00:00Z,2024-04-03T00:00:00Z,TikTok,https://tiktok.com/@mumbobeatz,TIKTOK,tiktok 
